"Име на български език","Показател","Мерна единица","Дата","средноденонощна  стойност"
"София - Хиподрума","PM2.5","ug/m3","26.01.2013","14.05063343048096"
"София - Хиподрума","PM2.5","ug/m3","27.01.2013","37.38478469848633"
"София - Хиподрума","PM2.5","ug/m3","28.01.2013","72.22952270507812"
"София - Хиподрума","PM2.5","ug/m3","29.01.2013","45.13361358642578"
"София - Хиподрума","PM2.5","ug/m3","30.01.2013","40.94173431396484"
"София - Хиподрума","PM2.5","ug/m3","31.01.2013","37.46387100219727"
"София - Хиподрума","PM2.5","ug/m3","01.02.2013","38.42804336547852"
"София - Хиподрума","PM2.5","ug/m3","02.02.2013","70.5997314453125"
"София - Хиподрума","PM2.5","ug/m3","03.02.2013","15.83038139343262"
"София - Хиподрума","PM2.5","ug/m3","04.02.2013","20.93966293334961"
"София - Хиподрума","PM2.5","ug/m3","05.02.2013","59.88701629638672"
"София - Хиподрума","PM2.5","ug/m3","06.02.2013","58.02995681762695"
"София - Хиподрума","PM2.5","ug/m3","07.02.2013","41.78539276123047"
"София - Хиподрума","PM2.5","ug/m3","08.02.2013","18.77248573303223"
"София - Хиподрума","PM2.5","ug/m3","09.02.2013","64.80946350097656"
"София - Хиподрума","PM2.5","ug/m3","10.02.2013","45.647216796875"
"София - Хиподрума","PM2.5","ug/m3","11.02.2013","48.79837417602539"
"София - Хиподрума","PM2.5","ug/m3","12.02.2013","69.26798248291016"
"София - Хиподрума","PM2.5","ug/m3","13.02.2013","27.05991744995117"
"София - Хиподрума","PM2.5","ug/m3","14.02.2013","21.86518478393555"
"София - Хиподрума","PM2.5","ug/m3","15.02.2013","15.35256576538086"
"София - Хиподрума","PM2.5","ug/m3","16.02.2013","45.04715347290039"
"София - Хиподрума","PM2.5","ug/m3","17.02.2013","31.49066925048828"
"София - Хиподрума","PM2.5","ug/m3","18.02.2013","30.46321868896484"
"София - Хиподрума","PM2.5","ug/m3","19.02.2013","30.90662574768066"
"София - Хиподрума","PM2.5","ug/m3","20.02.2013","49.89458084106445"
"София - Хиподрума","PM2.5","ug/m3","21.02.2013","34.6237907409668"
"София - Хиподрума","PM2.5","ug/m3","22.02.2013","17.74319648742676"
"София - Хиподрума","PM2.5","ug/m3","23.02.2013","26.14972686767578"
"София - Хиподрума","PM2.5","ug/m3","24.02.2013","15.90138626098633"
"София - Хиподрума","PM2.5","ug/m3","25.02.2013","17.7675952911377"
"София - Хиподрума","PM2.5","ug/m3","26.02.2013","16.5729866027832"
"София - Хиподрума","PM2.5","ug/m3","27.02.2013","11.64734172821045"
"София - Хиподрума","PM2.5","ug/m3","28.02.2013","36.59515380859375"
"София - Хиподрума","PM2.5","ug/m3","01.03.2013","45.63434219360352"
"София - Хиподрума","PM2.5","ug/m3","02.03.2013","34.62405014038086"
"София - Хиподрума","PM2.5","ug/m3","03.03.2013","38.28256225585938"
"София - Хиподрума","PM2.5","ug/m3","04.03.2013","28.91166305541992"
"София - Хиподрума","PM2.5","ug/m3","05.03.2013","43.31687164306641"
"София - Хиподрума","PM2.5","ug/m3","06.03.2013","53.61307907104492"
"София - Хиподрума","PM2.5","ug/m3","07.03.2013","41.76103591918945"
"София - Хиподрума","PM2.5","ug/m3","08.03.2013","27.24501991271973"
"София - Хиподрума","PM2.5","ug/m3","09.03.2013","20.4860725402832"
"София - Хиподрума","PM2.5","ug/m3","10.03.2013","30.96784591674805"
"София - Хиподрума","PM2.5","ug/m3","11.03.2013","19.13163566589355"
"София - Хиподрума","PM2.5","ug/m3","12.03.2013","11.82371807098389"
"София - Хиподрума","PM2.5","ug/m3","13.03.2013","13.72679233551025"
"София - Хиподрума","PM2.5","ug/m3","14.03.2013","11.87626838684082"
"София - Хиподрума","PM2.5","ug/m3","15.03.2013","20.87100982666016"
"София - Хиподрума","PM2.5","ug/m3","16.03.2013","18.105224609375"
"София - Хиподрума","PM2.5","ug/m3","19.03.2013","0"
"София - Хиподрума","PM2.5","ug/m3","20.03.2013","0"
"София - Хиподрума","PM2.5","ug/m3","21.03.2013","24.89345741271973"
"София - Хиподрума","PM2.5","ug/m3","22.03.2013","10.75485801696777"
"София - Хиподрума","PM2.5","ug/m3","23.03.2013","27.60144805908203"
"София - Хиподрума","PM2.5","ug/m3","24.03.2013","43.48896026611328"
"София - Хиподрума","PM2.5","ug/m3","25.03.2013","19.62594985961914"
"София - Хиподрума","PM2.5","ug/m3","26.03.2013","15.9580078125"
"София - Хиподрума","PM2.5","ug/m3","27.03.2013","20.68557929992676"
"София - Хиподрума","PM2.5","ug/m3","28.03.2013","22.56940460205078"
"София - Хиподрума","PM2.5","ug/m3","29.03.2013","13.59685516357422"
"София - Хиподрума","PM2.5","ug/m3","30.03.2013","22.10390090942383"
"София - Хиподрума","PM2.5","ug/m3","31.03.2013","14.77517414093018"
"София - Хиподрума","PM2.5","ug/m3","01.04.2013","13.16323089599609"
"София - Хиподрума","PM2.5","ug/m3","02.04.2013","25.15457344055176"
"София - Хиподрума","PM2.5","ug/m3","03.04.2013","12.32053184509277"
"София - Хиподрума","PM2.5","ug/m3","04.04.2013","20.55124092102051"
"София - Хиподрума","PM2.5","ug/m3","05.04.2013","36.68116760253906"
"София - Хиподрума","PM2.5","ug/m3","06.04.2013","12.41172885894775"
"София - Хиподрума","PM2.5","ug/m3","07.04.2013","16.62579154968262"
"София - Хиподрума","PM2.5","ug/m3","08.04.2013","6.517838954925537"
"София - Хиподрума","PM2.5","ug/m3","09.04.2013","20.24851417541504"
"София - Хиподрума","PM2.5","ug/m3","10.04.2013","13.87195777893066"
"София - Хиподрума","PM2.5","ug/m3","11.04.2013","8.117897033691406"
"София - Хиподрума","PM2.5","ug/m3","12.04.2013","20.88492202758789"
"София - Хиподрума","PM2.5","ug/m3","13.04.2013","15.96752834320068"
"София - Хиподрума","PM2.5","ug/m3","14.04.2013","8.898529052734375"
"София - Хиподрума","PM2.5","ug/m3","15.04.2013","8.779508590698242"
"София - Хиподрума","PM2.5","ug/m3","16.04.2013","18.70817565917969"
"София - Хиподрума","PM2.5","ug/m3","17.04.2013","18.13080596923828"
"София - Хиподрума","PM2.5","ug/m3","18.04.2013","22.08016967773438"
"София - Хиподрума","PM2.5","ug/m3","19.04.2013","19.0716495513916"
"София - Хиподрума","PM2.5","ug/m3","20.04.2013","19.71415138244629"
"София - Хиподрума","PM2.5","ug/m3","21.04.2013","28.36208152770996"
"София - Хиподрума","PM2.5","ug/m3","22.04.2013","31.88871383666992"
"София - Хиподрума","PM2.5","ug/m3","23.04.2013","29.02189636230469"
"София - Хиподрума","PM2.5","ug/m3","24.04.2013","18.19008827209473"
"София - Хиподрума","PM2.5","ug/m3","25.04.2013","16.19978523254395"
"София - Хиподрума","PM2.5","ug/m3","26.04.2013","20.3853874206543"
"София - Хиподрума","PM2.5","ug/m3","27.04.2013","18.73285293579102"
"София - Хиподрума","PM2.5","ug/m3","28.04.2013","16.5651683807373"
"София - Хиподрума","PM2.5","ug/m3","29.04.2013","18.54389381408691"
"София - Хиподрума","PM2.5","ug/m3","30.04.2013","20.64462089538574"
"София - Хиподрума","PM2.5","ug/m3","01.05.2013","18.30120849609375"
"София - Хиподрума","PM2.5","ug/m3","02.05.2013","13.10959339141846"
"София - Хиподрума","PM2.5","ug/m3","03.05.2013","17.38529777526855"
"София - Хиподрума","PM2.5","ug/m3","04.05.2013","17.37764549255371"
"София - Хиподрума","PM2.5","ug/m3","05.05.2013","11.50315380096436"
"София - Хиподрума","PM2.5","ug/m3","06.05.2013","15.70657348632812"
"София - Хиподрума","PM2.5","ug/m3","07.05.2013","13.23989963531494"
"София - Хиподрума","PM2.5","ug/m3","08.05.2013","12.75940990447998"
"София - Хиподрума","PM2.5","ug/m3","09.05.2013","12.25871181488037"
"София - Хиподрума","PM2.5","ug/m3","10.05.2013","11.21676254272461"
"София - Хиподрума","PM2.5","ug/m3","11.05.2013","9.665796279907227"
"София - Хиподрума","PM2.5","ug/m3","12.05.2013","10.30787086486816"
"София - Хиподрума","PM2.5","ug/m3","13.05.2013","11.42461681365967"
"София - Хиподрума","PM2.5","ug/m3","14.05.2013","7.056869983673096"
"София - Хиподрума","PM2.5","ug/m3","15.05.2013","10.30698394775391"
"София - Хиподрума","PM2.5","ug/m3","16.05.2013","14.03742218017578"
"София - Хиподрума","PM2.5","ug/m3","17.05.2013","15.60115623474121"
"София - Хиподрума","PM2.5","ug/m3","18.05.2013","12.13010025024414"
"София - Хиподрума","PM2.5","ug/m3","19.05.2013","11.99891090393066"
"София - Хиподрума","PM2.5","ug/m3","20.05.2013","15.31970310211182"
"София - Хиподрума","PM2.5","ug/m3","21.05.2013","7.969077587127686"
"София - Хиподрума","PM2.5","ug/m3","22.05.2013","11.42630481719971"
"София - Хиподрума","PM2.5","ug/m3","23.05.2013","7.841316699981689"
"София - Хиподрума","PM2.5","ug/m3","24.05.2013","2.839139461517334"
"София - Хиподрума","PM2.5","ug/m3","25.05.2013","3.7451012134552"
"София - Хиподрума","PM2.5","ug/m3","26.05.2013","3.365721225738525"
"София - Хиподрума","PM2.5","ug/m3","27.05.2013","3.994289636611938"
"София - Хиподрума","PM2.5","ug/m3","28.05.2013","9.395628929138184"
"София - Хиподрума","PM2.5","ug/m3","29.05.2013","12.79421520233154"
"София - Хиподрума","PM2.5","ug/m3","30.05.2013","14.77859306335449"
"София - Хиподрума","PM2.5","ug/m3","31.05.2013","3.557823181152344"
"София - Хиподрума","PM2.5","ug/m3","01.06.2013","6.795447826385498"
"София - Хиподрума","PM2.5","ug/m3","02.06.2013","10.09070682525635"
"София - Хиподрума","PM2.5","ug/m3","03.06.2013","8.236388206481934"
"София - Хиподрума","PM2.5","ug/m3","04.06.2013","10.13464832305908"
"София - Хиподрума","PM2.5","ug/m3","05.06.2013","9.1326904296875"
"София - Хиподрума","PM2.5","ug/m3","06.06.2013","13.68674468994141"
"София - Хиподрума","PM2.5","ug/m3","07.06.2013","12.60478019714355"
"София - Хиподрума","PM2.5","ug/m3","08.06.2013","13.27925395965576"
"София - Хиподрума","PM2.5","ug/m3","09.06.2013","17.27668190002441"
"София - Хиподрума","PM2.5","ug/m3","10.06.2013","17.45011711120605"
"София - Хиподрума","PM2.5","ug/m3","11.06.2013","10.96718978881836"
"София - Хиподрума","PM2.5","ug/m3","12.06.2013","11.3401927947998"
"София - Хиподрума","PM2.5","ug/m3","13.06.2013","10.98246097564697"
"София - Хиподрума","PM2.5","ug/m3","14.06.2013","11.06748485565186"
"София - Хиподрума","PM2.5","ug/m3","15.06.2013","9.911736488342285"
"София - Хиподрума","PM2.5","ug/m3","16.06.2013","13.89064788818359"
"София - Хиподрума","PM2.5","ug/m3","17.06.2013","21.73791885375977"
"София - Хиподрума","PM2.5","ug/m3","18.06.2013","20.09082412719727"
"София - Хиподрума","PM2.5","ug/m3","19.06.2013","21.32711029052734"
"София - Хиподрума","PM2.5","ug/m3","20.06.2013","25.28271865844727"
"София - Хиподрума","PM2.5","ug/m3","21.06.2013","21.66273307800293"
"София - Хиподрума","PM2.5","ug/m3","22.06.2013","23.96932983398438"
"София - Хиподрума","PM2.5","ug/m3","23.06.2013","24.30883026123047"
"София - Хиподрума","PM2.5","ug/m3","24.06.2013","13.40896034240723"
"София - Хиподрума","PM2.5","ug/m3","25.06.2013","13.11659908294678"
"София - Хиподрума","PM2.5","ug/m3","26.06.2013","9.159598350524902"
"София - Хиподрума","PM2.5","ug/m3","27.06.2013","10.62762069702148"
"София - Хиподрума","PM2.5","ug/m3","28.06.2013","11.71040630340576"
"София - Хиподрума","PM2.5","ug/m3","29.06.2013","14.59228610992432"
"София - Хиподрума","PM2.5","ug/m3","30.06.2013","10.26632785797119"
"София - Хиподрума","PM2.5","ug/m3","01.07.2013","13.44595146179199"
"София - Хиподрума","PM2.5","ug/m3","02.07.2013","9.050189971923828"
"София - Хиподрума","PM2.5","ug/m3","03.07.2013","16.09208488464355"
"София - Хиподрума","PM2.5","ug/m3","04.07.2013","18.07981300354004"
"София - Хиподрума","PM2.5","ug/m3","05.07.2013","16.82595634460449"
"София - Хиподрума","PM2.5","ug/m3","06.07.2013","12.98450565338135"
"София - Хиподрума","PM2.5","ug/m3","07.07.2013","14.30360412597656"
"София - Хиподрума","PM2.5","ug/m3","08.07.2013","15.52205753326416"
"София - Хиподрума","PM2.5","ug/m3","09.07.2013","16.17460441589355"
"София - Хиподрума","PM2.5","ug/m3","10.07.2013","15.18033504486084"
"София - Хиподрума","PM2.5","ug/m3","11.07.2013","18.57909965515137"
"София - Хиподрума","PM2.5","ug/m3","12.07.2013","14.40611934661865"
"София - Хиподрума","PM2.5","ug/m3","13.07.2013","9.57403564453125"
"София - Хиподрума","PM2.5","ug/m3","14.07.2013","11.56765365600586"
"София - Хиподрума","PM2.5","ug/m3","15.07.2013","14.09042739868164"
"София - Хиподрума","PM2.5","ug/m3","16.07.2013","17.51666069030762"
"София - Хиподрума","PM2.5","ug/m3","17.07.2013","13.40656089782715"
"София - Хиподрума","PM2.5","ug/m3","18.07.2013","18.01411437988281"
"София - Хиподрума","PM2.5","ug/m3","19.07.2013","17.34936332702637"
"София - Хиподрума","PM2.5","ug/m3","20.07.2013","24.13557052612305"
"София - Хиподрума","PM2.5","ug/m3","21.07.2013","21.50354194641113"
"София - Хиподрума","PM2.5","ug/m3","22.07.2013","15.4211540222168"
"София - Хиподрума","PM2.5","ug/m3","23.07.2013","18.61898422241211"
"София - Хиподрума","PM2.5","ug/m3","24.07.2013","14.95834064483643"
"София - Хиподрума","PM2.5","ug/m3","25.07.2013","20.24379920959473"
"София - Хиподрума","PM2.5","ug/m3","26.07.2013","21.0429801940918"
"София - Хиподрума","PM2.5","ug/m3","27.07.2013","22.79601860046387"
"София - Хиподрума","PM2.5","ug/m3","28.07.2013","22.99477386474609"
"София - Хиподрума","PM2.5","ug/m3","29.07.2013","25.52385139465332"
"София - Хиподрума","PM2.5","ug/m3","30.07.2013","20.5674991607666"
"София - Хиподрума","PM2.5","ug/m3","31.07.2013","11.32668495178223"
"София - Хиподрума","PM2.5","ug/m3","01.08.2013","13.51941108703613"
"София - Хиподрума","PM2.5","ug/m3","02.08.2013","18.12357521057129"
"София - Хиподрума","PM2.5","ug/m3","03.08.2013","20.68873977661133"
"София - Хиподрума","PM2.5","ug/m3","04.08.2013","15.99704360961914"
"София - Хиподрума","PM2.5","ug/m3","05.08.2013","15.07033348083496"
"София - Хиподрума","PM2.5","ug/m3","06.08.2013","17.07951164245605"
"София - Хиподрума","PM2.5","ug/m3","07.08.2013","19.54092407226562"
"София - Хиподрума","PM2.5","ug/m3","08.08.2013","19.17606925964355"
"София - Хиподрума","PM2.5","ug/m3","09.08.2013","20.58569526672363"
"София - Хиподрума","PM2.5","ug/m3","10.08.2013","25.76803779602051"
"София - Хиподрума","PM2.5","ug/m3","11.08.2013","25.72945594787598"
"София - Хиподрума","PM2.5","ug/m3","12.08.2013","26.5343189239502"
"София - Хиподрума","PM2.5","ug/m3","13.08.2013","27.81381416320801"
"София - Хиподрума","PM2.5","ug/m3","14.08.2013","26.41498184204102"
"София - Хиподрума","PM2.5","ug/m3","15.08.2013","23.80478286743164"
"София - Хиподрума","PM2.5","ug/m3","16.08.2013","24.12784385681152"
"София - Хиподрума","PM2.5","ug/m3","17.08.2013","18.88851737976074"
"София - Хиподрума","PM2.5","ug/m3","18.08.2013","17.61001014709473"
"София - Хиподрума","PM2.5","ug/m3","19.08.2013","16.16080665588379"
"София - Хиподрума","PM2.5","ug/m3","20.08.2013","19.05243110656738"
"София - Хиподрума","PM2.5","ug/m3","21.08.2013","15.52815723419189"
"София - Хиподрума","PM2.5","ug/m3","22.08.2013","17.87086486816406"
"София - Хиподрума","PM2.5","ug/m3","23.08.2013","19.96879959106445"
"София - Хиподрума","PM2.5","ug/m3","24.08.2013","22.41137886047363"
"София - Хиподрума","PM2.5","ug/m3","25.08.2013","19.49469184875488"
"София - Хиподрума","PM2.5","ug/m3","26.08.2013","18.92912292480469"
"София - Хиподрума","PM2.5","ug/m3","27.08.2013","16.6607723236084"
"София - Хиподрума","PM2.5","ug/m3","28.08.2013","15.7292423248291"
"София - Хиподрума","PM2.5","ug/m3","29.08.2013","10.81734848022461"
"София - Хиподрума","PM2.5","ug/m3","30.08.2013","14.58068466186523"
"София - Хиподрума","PM2.5","ug/m3","31.08.2013","10.48455142974854"
"София - Хиподрума","PM2.5","ug/m3","01.09.2013","15.29300785064697"
"София - Хиподрума","PM2.5","ug/m3","02.09.2013","17.41170883178711"
"София - Хиподрума","PM2.5","ug/m3","03.09.2013","8.947654724121094"
"София - Хиподрума","PM2.5","ug/m3","04.09.2013","7.714496612548828"
"София - Хиподрума","PM2.5","ug/m3","05.09.2013","11.91321849822998"
"София - Хиподрума","PM2.5","ug/m3","06.09.2013","11.24338912963867"
"София - Хиподрума","PM2.5","ug/m3","07.09.2013","14.61605644226074"
"София - Хиподрума","PM2.5","ug/m3","08.09.2013","16.13933944702148"
"София - Хиподрума","PM2.5","ug/m3","09.09.2013","21.78744506835938"
"София - Хиподрума","PM2.5","ug/m3","10.09.2013","27.60222053527832"
"София - Хиподрума","PM2.5","ug/m3","11.09.2013","18.7214298248291"
"София - Хиподрума","PM2.5","ug/m3","12.09.2013","12.20687198638916"
"София - Хиподрума","PM2.5","ug/m3","13.09.2013","9.670627593994141"
"София - Хиподрума","PM2.5","ug/m3","14.09.2013","6.909249305725098"
"София - Хиподрума","PM2.5","ug/m3","15.09.2013","6.45982837677002"
"София - Хиподрума","PM2.5","ug/m3","16.09.2013","23.75053977966309"
"София - Хиподрума","PM2.5","ug/m3","17.09.2013","15.97895622253418"
"София - Хиподрума","PM2.5","ug/m3","18.09.2013","4.021620750427246"
"София - Хиподрума","PM2.5","ug/m3","19.09.2013","9.5638427734375"
"София - Хиподрума","PM2.5","ug/m3","20.09.2013","6.150022506713867"
"София - Хиподрума","PM2.5","ug/m3","21.09.2013","10.40245246887207"
"София - Хиподрума","PM2.5","ug/m3","22.09.2013","10.10019302368164"
"София - Хиподрума","PM2.5","ug/m3","23.09.2013","13.99436283111572"
"София - Хиподрума","PM2.5","ug/m3","24.09.2013","9.65500545501709"
"София - Хиподрума","PM2.5","ug/m3","25.09.2013","13.92048263549805"
"София - Хиподрума","PM2.5","ug/m3","26.09.2013","13.23912334442139"
"София - Хиподрума","PM2.5","ug/m3","27.09.2013","14.13267421722412"
"София - Хиподрума","PM2.5","ug/m3","28.09.2013","21.10868072509766"
"София - Хиподрума","PM2.5","ug/m3","29.09.2013","21.42352867126465"
"София - Хиподрума","PM2.5","ug/m3","30.09.2013","20.74435424804688"
"София - Хиподрума","PM2.5","ug/m3","01.10.2013","2.487332820892334"
"София - Хиподрума","PM2.5","ug/m3","02.10.2013","8.832371711730957"
"София - Хиподрума","PM2.5","ug/m3","03.10.2013","9.304326057434082"
"София - Хиподрума","PM2.5","ug/m3","04.10.2013","18.1004810333252"
"София - Хиподрума","PM2.5","ug/m3","05.10.2013","29.94840049743652"
"София - Хиподрума","PM2.5","ug/m3","06.10.2013","31.88879013061523"
"София - Хиподрума","PM2.5","ug/m3","07.10.2013","32.66607284545898"
"София - Хиподрума","PM2.5","ug/m3","08.10.2013","30.71470260620117"
"София - Хиподрума","PM2.5","ug/m3","09.10.2013","37.06711196899414"
"София - Хиподрума","PM2.5","ug/m3","10.10.2013","32.55191802978516"
"София - Хиподрума","PM2.5","ug/m3","11.10.2013","34.99552536010742"
"София - Хиподрума","PM2.5","ug/m3","12.10.2013","26.4023265838623"
"София - Хиподрума","PM2.5","ug/m3","13.10.2013","36.19895172119141"
"София - Хиподрума","PM2.5","ug/m3","14.10.2013","34.10648345947266"
"София - Хиподрума","PM2.5","ug/m3","15.10.2013","29.85253524780273"
"София - Хиподрума","PM2.5","ug/m3","16.10.2013","16.97720909118652"
"София - Хиподрума","PM2.5","ug/m3","17.10.2013","6.333189964294434"
"София - Хиподрума","PM2.5","ug/m3","18.10.2013","6.033329963684082"
"София - Хиподрума","PM2.5","ug/m3","19.10.2013","13.05542755126953"
"София - Хиподрума","PM2.5","ug/m3","20.10.2013","28.10070419311523"
"София - Хиподрума","PM2.5","ug/m3","21.10.2013","34.87300872802734"
"София - Хиподрума","PM2.5","ug/m3","22.10.2013","33.53793716430664"
"София - Хиподрума","PM2.5","ug/m3","23.10.2013","35.89069747924805"
"София - Хиподрума","PM2.5","ug/m3","24.10.2013","50.04954528808594"
"София - Хиподрума","PM2.5","ug/m3","25.10.2013","50.75252151489258"
"София - Хиподрума","PM2.5","ug/m3","26.10.2013","44.59653854370117"
"София - Хиподрума","PM2.5","ug/m3","27.10.2013","49.95083618164062"
"София - Хиподрума","PM2.5","ug/m3","28.10.2013","39.78903198242188"
"София - Хиподрума","PM2.5","ug/m3","29.10.2013","38.8276252746582"
"София - Хиподрума","PM2.5","ug/m3","30.10.2013","46.68660736083984"
"София - Хиподрума","PM2.5","ug/m3","31.10.2013","52.42141723632812"
"София - Хиподрума","PM2.5","ug/m3","01.11.2013","43.3425407409668"
"София - Хиподрума","PM2.5","ug/m3","02.11.2013","75.44575500488281"
"София - Хиподрума","PM2.5","ug/m3","03.11.2013","63.75229263305664"
"София - Хиподрума","PM2.5","ug/m3","04.11.2013","34.20624923706055"
"София - Хиподрума","PM2.5","ug/m3","05.11.2013","33.5467529296875"
"София - Хиподрума","PM2.5","ug/m3","06.11.2013","10.37773323059082"
"София - Хиподрума","PM2.5","ug/m3","07.11.2013","19.19268226623535"
"София - Хиподрума","PM2.5","ug/m3","08.11.2013","41.85018157958984"
"София - Хиподрума","PM2.5","ug/m3","09.11.2013","41.60982513427734"
"София - Хиподрума","PM2.5","ug/m3","10.11.2013","62.51426315307617"
"София - Хиподрума","PM2.5","ug/m3","11.11.2013","60.07568359375"
"София - Хиподрума","PM2.5","ug/m3","12.11.2013","30.3553466796875"
"София - Хиподрума","PM2.5","ug/m3","13.11.2013","22.61285209655762"
"София - Хиподрума","PM2.5","ug/m3","14.11.2013","15.74966049194336"
"София - Хиподрума","PM2.5","ug/m3","15.11.2013","8.257265090942383"
"София - Хиподрума","PM2.5","ug/m3","16.11.2013","25.53994941711426"
"София - Хиподрума","PM2.5","ug/m3","17.11.2013","70.00316619873047"
"София - Хиподрума","PM2.5","ug/m3","18.11.2013","62.62686920166016"
"София - Хиподрума","PM2.5","ug/m3","19.11.2013","27.89383125305176"
"София - Хиподрума","PM2.5","ug/m3","20.11.2013","39.23046112060547"
"София - Хиподрума","PM2.5","ug/m3","21.11.2013","38.01091003417969"
"София - Хиподрума","PM2.5","ug/m3","22.11.2013","40.48717498779297"
"София - Хиподрума","PM2.5","ug/m3","23.11.2013","32.29147720336914"
"София - Хиподрума","PM2.5","ug/m3","24.11.2013","24.07967758178711"
"София - Хиподрума","PM2.5","ug/m3","25.11.2013","6.081466674804688"
"София - Хиподрума","PM2.5","ug/m3","26.11.2013","22.68031311035156"
"София - Хиподрума","PM2.5","ug/m3","27.11.2013","16.2231330871582"
"София - Хиподрума","PM2.5","ug/m3","28.11.2013","19.19758415222168"
"София - Хиподрума","PM2.5","ug/m3","29.11.2013","29.89175415039062"
"София - Хиподрума","PM2.5","ug/m3","30.11.2013","76.16514587402344"
"София - Хиподрума","PM2.5","ug/m3","01.12.2013","93.24708557128906"
"София - Хиподрума","PM2.5","ug/m3","02.12.2013","47.22076034545898"
"София - Хиподрума","PM2.5","ug/m3","03.12.2013","30.45786666870117"
"София - Хиподрума","PM2.5","ug/m3","04.12.2013","90.82327270507812"
"София - Хиподрума","PM2.5","ug/m3","05.12.2013","76.38437652587891"
"София - Хиподрума","PM2.5","ug/m3","06.12.2013","45.26066589355469"
"София - Хиподрума","PM2.5","ug/m3","07.12.2013","5.690515995025635"
"София - Хиподрума","PM2.5","ug/m3","08.12.2013","11.14358806610107"
"София - Хиподрума","PM2.5","ug/m3","09.12.2013","20.62247657775879"
"София - Хиподрума","PM2.5","ug/m3","10.12.2013","14.23258113861084"
"София - Хиподрума","PM2.5","ug/m3","11.12.2013","33.13629913330078"
"София - Хиподрума","PM2.5","ug/m3","12.12.2013","18.35442352294922"
"София - Хиподрума","PM2.5","ug/m3","13.12.2013","30.72792816162109"
"София - Хиподрума","PM2.5","ug/m3","14.12.2013","86.28600311279297"
"София - Хиподрума","PM2.5","ug/m3","15.12.2013","70.89360809326172"
"София - Хиподрума","PM2.5","ug/m3","16.12.2013","23.87552642822266"
"София - Хиподрума","PM2.5","ug/m3","17.12.2013","78.56568908691406"
"София - Хиподрума","PM2.5","ug/m3","18.12.2013","121.3529281616211"
"София - Хиподрума","PM2.5","ug/m3","19.12.2013","179.6467437744141"
"София - Хиподрума","PM2.5","ug/m3","20.12.2013","227.2435913085938"
"София - Хиподрума","PM2.5","ug/m3","21.12.2013","214.9509582519531"
"София - Хиподрума","PM2.5","ug/m3","22.12.2013","173.8778686523438"
"София - Хиподрума","PM2.5","ug/m3","23.12.2013","255.7250366210938"
"София - Хиподрума","PM2.5","ug/m3","24.12.2013","349.5407409667969"
"София - Хиподрума","PM2.5","ug/m3","25.12.2013","274.6337585449219"
"София - Хиподрума","PM2.5","ug/m3","26.12.2013","76.07862854003906"
"София - Хиподрума","PM2.5","ug/m3","27.12.2013","40.14482498168945"
"София - Хиподрума","PM2.5","ug/m3","28.12.2013","44.91242980957031"
"София - Хиподрума","PM2.5","ug/m3","29.12.2013","108.4747695922852"
"София - Хиподрума","PM2.5","ug/m3","30.12.2013","114.3962631225586"
"София - Хиподрума","PM2.5","ug/m3","31.12.2013","47.82796478271484"
"София - Хиподрума","PM2.5","ug/m3","01.01.2014","32.70511245727539"
"София - Хиподрума","PM2.5","ug/m3","02.01.2014","67.58700561523438"
"София - Хиподрума","PM2.5","ug/m3","03.01.2014","127.6056289672852"
"София - Хиподрума","PM2.5","ug/m3","04.01.2014","78.46387481689453"
"София - Хиподрума","PM2.5","ug/m3","05.01.2014","124.9026336669922"
"София - Хиподрума","PM2.5","ug/m3","06.01.2014","266.5503234863281"
"София - Хиподрума","PM2.5","ug/m3","07.01.2014","224.0069427490234"
"София - Хиподрума","PM2.5","ug/m3","08.01.2014","106.3264541625977"
"София - Хиподрума","PM2.5","ug/m3","09.01.2014","86.96202087402344"
"София - Хиподрума","PM2.5","ug/m3","10.01.2014","82.46954345703125"
"София - Хиподрума","PM2.5","ug/m3","11.01.2014","119.9899139404297"
"София - Хиподрума","PM2.5","ug/m3","12.01.2014","134.1476898193359"
"София - Хиподрума","PM2.5","ug/m3","13.01.2014","60.19127655029297"
"София - Хиподрума","PM2.5","ug/m3","14.01.2014","85.43732452392578"
"София - Хиподрума","PM2.5","ug/m3","15.01.2014","72.86953735351562"
"София - Хиподрума","PM2.5","ug/m3","16.01.2014","48.56876373291016"
"София - Хиподрума","PM2.5","ug/m3","17.01.2014","81.88627624511719"
"София - Хиподрума","PM2.5","ug/m3","18.01.2014","113.8231506347656"
"София - Хиподрума","PM2.5","ug/m3","19.01.2014","175.4589996337891"
"София - Хиподрума","PM2.5","ug/m3","20.01.2014","32.30827331542969"
"София - Хиподрума","PM2.5","ug/m3","21.01.2014","22.66384696960449"
"София - Хиподрума","PM2.5","ug/m3","22.01.2014","13.9830436706543"
"София - Хиподрума","PM2.5","ug/m3","23.01.2014","53.06873321533203"
"София - Хиподрума","PM2.5","ug/m3","24.01.2014","52.43618011474609"
"София - Хиподрума","PM2.5","ug/m3","25.01.2014","18.34028244018555"
"София - Хиподрума","PM2.5","ug/m3","26.01.2014","25.86515808105469"
"София - Хиподрума","PM2.5","ug/m3","27.01.2014","59.71113204956055"
"София - Хиподрума","PM2.5","ug/m3","28.01.2014","51.93873977661133"
"София - Хиподрума","PM2.5","ug/m3","29.01.2014","91.70542907714844"
